GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02
1400000US36005004200,36005004200,"Census Tract 42, Bronx County, New York",2702,100,27868,7381
1400000US36005004300,36005004300,"Census Tract 43, Bronx County, New York",1809,101,22359,4070
1400000US36005004400,36005004400,"Census Tract 44, Bronx County, New York",1668,67,21033,5243
1400000US36005004600,36005004600,"Census Tract 46, Bronx County, New York",657,77,31250,12762
1400000US36005004800,36005004800,"Census Tract 48, Bronx County, New York",1234,77,24683,5311
1400000US36005005001,36005005001,"Census Tract 50.01, Bronx County, New York",1432,90,30106,7336
1400000US36005005002,36005005002,"Census Tract 50.02, Bronx County, New York",1656,138,32788,9688
1400000US36005005100,36005005100,"Census Tract 51, Bronx County, New York",1957,63,21423,2242
1400000US36005005200,36005005200,"Census Tract 52, Bronx County, New York",745,69,17106,21429
1400000US36005005300,36005005300,"Census Tract 53, Bronx County, New York",1262,115,15087,3199
1400000US36005005400,36005005400,"Census Tract 54, Bronx County, New York",1672,112,29583,5817
1400000US36005005600,36005005600,"Census Tract 56, Bronx County, New York",892,68,26000,13478
1400000US36005005902,36005005902,"Census Tract 59.02, Bronx County, New York",1076,79,35488,8276
1400000US36005006000,36005006000,"Census Tract 60, Bronx County, New York",329,45,40586,5568
1400000US36005006100,36005006100,"Census Tract 61, Bronx County, New York",2065,124,43950,2865
1400000US36005006200,36005006200,"Census Tract 62, Bronx County, New York",2344,100,25500,6203
1400000US36005006300,36005006300,"Census Tract 63, Bronx County, New York",1892,81,31830,3783
1400000US36005006400,36005006400,"Census Tract 64, Bronx County, New York",1229,87,36446,14791
1400000US36005006500,36005006500,"Census Tract 65, Bronx County, New York",1841,78,21640,3874
1400000US36005006700,36005006700,"Census Tract 67, Bronx County, New York",2333,111,19079,4570
1400000US36005006800,36005006800,"Census Tract 68, Bronx County, New York",979,80,30969,12214
1400000US36005006900,36005006900,"Census Tract 69, Bronx County, New York",2608,96,17460,7293
1400000US36005007000,36005007000,"Census Tract 70, Bronx County, New York",1298,84,36852,7701
1400000US36005007100,36005007100,"Census Tract 71, Bronx County, New York",676,50,40682,9929
1400000US36005007200,36005007200,"Census Tract 72, Bronx County, New York",1775,102,42193,9136
1400000US36005007300,36005007300,"Census Tract 73, Bronx County, New York",1270,83,22254,4360
1400000US36005007400,36005007400,"Census Tract 74, Bronx County, New York",1418,45,43696,6818
1400000US36005007500,36005007500,"Census Tract 75, Bronx County, New York",1756,78,21723,2341
1400000US36005007600,36005007600,"Census Tract 76, Bronx County, New York",1571,107,41754,12986
1400000US36005007700,36005007700,"Census Tract 77, Bronx County, New York",594,57,27250,8088
1400000US36005007800,36005007800,"Census Tract 78, Bronx County, New York",2021,157,32060,9896
1400000US36005007900,36005007900,"Census Tract 79, Bronx County, New York",2235,121,25244,13391
1400000US36005008300,36005008300,"Census Tract 83, Bronx County, New York",2012,132,18441,5810
1400000US36005008400,36005008400,"Census Tract 84, Bronx County, New York",657,71,54219,15316
1400000US36005008500,36005008500,"Census Tract 85, Bronx County, New York",1700,101,23882,9200
1400000US36005008600,36005008600,"Census Tract 86, Bronx County, New York",1376,88,20069,6326
1400000US36005008700,36005008700,"Census Tract 87, Bronx County, New York",1817,76,28725,2207
1400000US36005008900,36005008900,"Census Tract 89, Bronx County, New York",1175,71,18794,3657
1400000US36005009000,36005009000,"Census Tract 90, Bronx County, New York",1176,56,27910,3715
1400000US36005009200,36005009200,"Census Tract 92, Bronx County, New York",1706,127,30845,8460
1400000US36005009300,36005009300,"Census Tract 93, Bronx County, New York",1709,124,30783,3466
1400000US36005009600,36005009600,"Census Tract 96, Bronx County, New York",690,65,41786,9528
1400000US36005009800,36005009800,"Census Tract 98, Bronx County, New York",1684,103,52500,12525
1400000US36005011000,36005011000,"Census Tract 110, Bronx County, New York",50,54,46417,48650
1400000US36005011502,36005011502,"Census Tract 115.02, Bronx County, New York",1389,92,21016,4140
1400000US36005011700,36005011700,"Census Tract 117, Bronx County, New York",558,44,19022,8600
1400000US36005011800,36005011800,"Census Tract 118, Bronx County, New York",1566,104,73508,8647
1400000US36005011900,36005011900,"Census Tract 119, Bronx County, New York",1878,101,23838,4637
1400000US36005012101,36005012101,"Census Tract 121.01, Bronx County, New York",898,59,35147,7657
1400000US36005012102,36005012102,"Census Tract 121.02, Bronx County, New York",522,41,17028,5353
1400000US36005012300,36005012300,"Census Tract 123, Bronx County, New York",1290,94,20966,8384
1400000US36005012500,36005012500,"Census Tract 125, Bronx County, New York",1299,76,26276,6079
1400000US36005012701,36005012701,"Census Tract 127.01, Bronx County, New York",797,45,21589,6217
1400000US36005012901,36005012901,"Census Tract 129.01, Bronx County, New York",1385,105,14301,4084
1400000US36005013000,36005013000,"Census Tract 130, Bronx County, New York",449,32,68512,14184
1400000US36005013100,36005013100,"Census Tract 131, Bronx County, New York",1583,79,28594,6763
1400000US36005013200,36005013200,"Census Tract 132, Bronx County, New York",2462,105,91968,6640
1400000US36005013300,36005013300,"Census Tract 133, Bronx County, New York",2188,117,22012,11473
1400000US36005013500,36005013500,"Census Tract 135, Bronx County, New York",1201,101,20171,2825
1400000US36005013800,36005013800,"Census Tract 138, Bronx County, New York",1251,106,70774,13333
1400000US36005014100,36005014100,"Census Tract 141, Bronx County, New York",1523,93,30850,4618
1400000US36005014300,36005014300,"Census Tract 143, Bronx County, New York",315,44,10114,8540
1400000US36005014400,36005014400,"Census Tract 144, Bronx County, New York",2021,128,21964,4470
1400000US36005014500,36005014500,"Census Tract 145, Bronx County, New York",1992,100,20621,5666
1400000US36005014701,36005014701,"Census Tract 147.01, Bronx County, New York",2039,37,21106,4656
1400000US36005014702,36005014702,"Census Tract 147.02, Bronx County, New York",1584,73,17940,4040
1400000US36005014900,36005014900,"Census Tract 149, Bronx County, New York",1348,115,23491,6038
1400000US36005015100,36005015100,"Census Tract 151, Bronx County, New York",1836,79,29031,5841
1400000US36005015200,36005015200,"Census Tract 152, Bronx County, New York",854,61,58125,9229
1400000US36005015300,36005015300,"Census Tract 153, Bronx County, New York",1419,66,21521,4681
1400000US36005015500,36005015500,"Census Tract 155, Bronx County, New York",1040,55,26698,9372
1400000US36005015700,36005015700,"Census Tract 157, Bronx County, New York",1101,88,26250,6648
1400000US36005015800,36005015800,"Census Tract 158, Bronx County, New York",444,43,55556,31094
1400000US36005015900,36005015900,"Census Tract 159, Bronx County, New York",673,62,17281,17299
1400000US36005016000,36005016000,"Census Tract 160, Bronx County, New York",1495,125,85104,34697
1400000US36005016100,36005016100,"Census Tract 161, Bronx County, New York",1738,63,16889,7143
1400000US36005016200,36005016200,"Census Tract 162, Bronx County, New York",544,63,67778,48085
1400000US36005016300,36005016300,"Census Tract 163, Bronx County, New York",0,12,-,**
1400000US36005016400,36005016400,"Census Tract 164, Bronx County, New York",403,44,77344,20748
1400000US36005016500,36005016500,"Census Tract 165, Bronx County, New York",361,42,25164,7234
1400000US36005016600,36005016600,"Census Tract 166, Bronx County, New York",766,64,70081,19291
1400000US36005016700,36005016700,"Census Tract 167, Bronx County, New York",695,55,32386,10322
1400000US36005016900,36005016900,"Census Tract 169, Bronx County, New York",459,42,33899,6528
1400000US36005017100,36005017100,"Census Tract 171, Bronx County, New York",0,12,-,**
1400000US36005017300,36005017300,"Census Tract 173, Bronx County, New York",2195,115,22699,4382
1400000US36005017500,36005017500,"Census Tract 175, Bronx County, New York",2308,136,17825,2860
1400000US36005017701,36005017701,"Census Tract 177.01, Bronx County, New York",1125,141,26224,6547
1400000US36005017702,36005017702,"Census Tract 177.02, Bronx County, New York",1609,113,20554,6078
1400000US36005017901,36005017901,"Census Tract 179.01, Bronx County, New York",1651,45,20647,6648
1400000US36005017902,36005017902,"Census Tract 179.02, Bronx County, New York",1139,49,27088,7231
1400000US36005018101,36005018101,"Census Tract 181.01, Bronx County, New York",977,86,26694,8930
1400000US36005018102,36005018102,"Census Tract 181.02, Bronx County, New York",1573,86,38561,5591
1400000US36005018301,36005018301,"Census Tract 183.01, Bronx County, New York",1926,59,34500,14804
1400000US36005018302,36005018302,"Census Tract 183.02, Bronx County, New York",1274,55,47167,16701
1400000US36005018400,36005018400,"Census Tract 184, Bronx County, New York",1435,90,76477,12753
1400000US36005018500,36005018500,"Census Tract 185, Bronx County, New York",2390,159,23034,4362
1400000US36005018900,36005018900,"Census Tract 189, Bronx County, New York",2716,124,22875,2711
1400000US36005019300,36005019300,"Census Tract 193, Bronx County, New York",1934,81,20297,3021
1400000US36005019400,36005019400,"Census Tract 194, Bronx County, New York",723,47,51309,9454
1400000US36005019500,36005019500,"Census Tract 195, Bronx County, New York",2560,102,32051,8201
1400000US36005019700,36005019700,"Census Tract 197, Bronx County, New York",2190,106,27898,5586
1400000US36005019900,36005019900,"Census Tract 199, Bronx County, New York",2618,159,26187,4130
1400000US36005020000,36005020000,"Census Tract 200, Bronx County, New York",1484,91,34955,9504
1400000US36005020100,36005020100,"Census Tract 201, Bronx County, New York",1298,69,30848,7759
1400000US36005020200,36005020200,"Census Tract 202, Bronx County, New York",760,59,39259,7613
1400000US36005020400,36005020400,"Census Tract 204, Bronx County, New York",1009,74,50815,8636
1400000US36005020501,36005020501,"Census Tract 205.01, Bronx County, New York",2597,110,26316,3481
1400000US36005020502,36005020502,"Census Tract 205.02, Bronx County, New York",854,80,25000,9091
1400000US36005020601,36005020601,"Census Tract 206.01, Bronx County, New York",1013,59,53125,23151
1400000US36005020900,36005020900,"Census Tract 209, Bronx County, New York",1533,89,29508,7975
1400000US36005021001,36005021001,"Census Tract 210.01, Bronx County, New York",3786,199,48010,4890
1400000US36005021002,36005021002,"Census Tract 210.02, Bronx County, New York",2982,158,47353,9004
1400000US36005021100,36005021100,"Census Tract 211, Bronx County, New York",1801,90,24066,4087
1400000US36005021200,36005021200,"Census Tract 212, Bronx County, New York",2152,127,54293,7973
1400000US36005021301,36005021301,"Census Tract 213.01, Bronx County, New York",443,26,22734,10016
1400000US36005021302,36005021302,"Census Tract 213.02, Bronx County, New York",1883,86,26152,7477
1400000US36005021501,36005021501,"Census Tract 215.01, Bronx County, New York",1126,106,30864,6725
1400000US36005021502,36005021502,"Census Tract 215.02, Bronx County, New York",1987,89,19421,9162
1400000US36005021601,36005021601,"Census Tract 216.01, Bronx County, New York",1530,85,22818,6068
1400000US36005021602,36005021602,"Census Tract 216.02, Bronx County, New York",2451,95,44420,3926
1400000US36005021700,36005021700,"Census Tract 217, Bronx County, New York",1589,94,20747,4118
1400000US36005021800,36005021800,"Census Tract 218, Bronx County, New York",2166,145,33302,8894
1400000US36005021900,36005021900,"Census Tract 219, Bronx County, New York",434,19,30952,6603
1400000US36005022000,36005022000,"Census Tract 220, Bronx County, New York",439,58,13350,6813
1400000US36005022101,36005022101,"Census Tract 221.01, Bronx County, New York",1141,58,27058,5116
1400000US36005022102,36005022102,"Census Tract 221.02, Bronx County, New York",1534,96,18241,4606
1400000US36005022200,36005022200,"Census Tract 222, Bronx County, New York",1076,74,45000,16513
1400000US36005022300,36005022300,"Census Tract 223, Bronx County, New York",1786,65,31604,4820
1400000US36005022401,36005022401,"Census Tract 224.01, Bronx County, New York",1125,39,40184,7659
1400000US36005022403,36005022403,"Census Tract 224.03, Bronx County, New York",1295,77,34818,8262
1400000US36005022404,36005022404,"Census Tract 224.04, Bronx County, New York",1746,84,41458,8331
1400000US36005022500,36005022500,"Census Tract 225, Bronx County, New York",2209,113,32043,4250
1400000US36005022701,36005022701,"Census Tract 227.01, Bronx County, New York",1758,64,32079,6053
1400000US36005022702,36005022702,"Census Tract 227.02, Bronx County, New York",650,39,42955,17220
1400000US36005022703,36005022703,"Census Tract 227.03, Bronx County, New York",588,41,42500,8460
1400000US36005022800,36005022800,"Census Tract 228, Bronx County, New York",2434,119,45000,9749
1400000US36005022901,36005022901,"Census Tract 229.01, Bronx County, New York",1675,100,23494,8450
1400000US36005022902,36005022902,"Census Tract 229.02, Bronx County, New York",1042,68,24750,7439
1400000US36005023000,36005023000,"Census Tract 230, Bronx County, New York",1041,43,51411,17455
1400000US36005023100,36005023100,"Census Tract 231, Bronx County, New York",407,44,28987,4494
1400000US36005023200,36005023200,"Census Tract 232, Bronx County, New York",848,68,48125,12809
1400000US36005023301,36005023301,"Census Tract 233.01, Bronx County, New York",1529,72,27691,7325
1400000US36005023302,36005023302,"Census Tract 233.02, Bronx County, New York",941,75,18569,6842
1400000US36005023501,36005023501,"Census Tract 235.01, Bronx County, New York",1085,58,33869,10463
1400000US36005023502,36005023502,"Census Tract 235.02, Bronx County, New York",1666,64,23209,3838
1400000US36005023600,36005023600,"Census Tract 236, Bronx County, New York",651,41,39306,10856
1400000US36005023702,36005023702,"Census Tract 237.02, Bronx County, New York",346,38,14231,8781
1400000US36005023703,36005023703,"Census Tract 237.03, Bronx County, New York",1389,121,28641,10941
1400000US36005023704,36005023704,"Census Tract 237.04, Bronx County, New York",1221,86,19076,7504
1400000US36005023800,36005023800,"Census Tract 238, Bronx County, New York",776,69,56283,3620
1400000US36005023900,36005023900,"Census Tract 239, Bronx County, New York",2515,126,21464,7321
1400000US36005024000,36005024000,"Census Tract 240, Bronx County, New York",1191,101,34544,7385
1400000US36005024100,36005024100,"Census Tract 241, Bronx County, New York",1841,93,20659,5615
1400000US36005024300,36005024300,"Census Tract 243, Bronx County, New York",1942,71,21328,5976
1400000US36005024400,36005024400,"Census Tract 244, Bronx County, New York",795,64,67471,7679
1400000US36005024501,36005024501,"Census Tract 245.01, Bronx County, New York",1500,81,25922,3871
1400000US36005024502,36005024502,"Census Tract 245.02, Bronx County, New York",1088,91,26014,7316
1400000US36005024600,36005024600,"Census Tract 246, Bronx County, New York",779,57,69013,15345
1400000US36005024700,36005024700,"Census Tract 247, Bronx County, New York",668,37,39919,6315
1400000US36005024800,36005024800,"Census Tract 248, Bronx County, New York",1221,63,66918,19094
1400000US36005024900,36005024900,"Census Tract 249, Bronx County, New York",0,12,-,**
1400000US36005025000,36005025000,"Census Tract 250, Bronx County, New York",965,81,52134,6276
1400000US36005025100,36005025100,"Census Tract 251, Bronx County, New York",2083,109,31541,3110
1400000US36005025200,36005025200,"Census Tract 252, Bronx County, New York",886,66,49944,12598
1400000US36005025300,36005025300,"Census Tract 253, Bronx County, New York",1745,123,30908,3762
1400000US36005025400,36005025400,"Census Tract 254, Bronx County, New York",814,50,42177,14746
1400000US36005025500,36005025500,"Census Tract 255, Bronx County, New York",2090,90,20000,8187
1400000US36005025600,36005025600,"Census Tract 256, Bronx County, New York",683,35,42337,11369
1400000US36005025700,36005025700,"Census Tract 257, Bronx County, New York",610,48,30485,4840
1400000US36005026100,36005026100,"Census Tract 261, Bronx County, New York",1067,87,64810,5120
1400000US36005026300,36005026300,"Census Tract 263, Bronx County, New York",2069,131,28976,6051
1400000US36005026400,36005026400,"Census Tract 264, Bronx County, New York",2007,149,73720,21115
1400000US36005026500,36005026500,"Census Tract 265, Bronx County, New York",1976,114,37719,6382
1400000US36005026601,36005026601,"Census Tract 266.01, Bronx County, New York",1231,93,51938,8560
1400000US36005026602,36005026602,"Census Tract 266.02, Bronx County, New York",2544,129,46174,10925
1400000US36005026701,36005026701,"Census Tract 267.01, Bronx County, New York",1210,87,32599,6898
1400000US36005026702,36005026702,"Census Tract 267.02, Bronx County, New York",2327,112,32525,9296
1400000US36005026900,36005026900,"Census Tract 269, Bronx County, New York",1305,81,31336,7781
1400000US36005027300,36005027300,"Census Tract 273, Bronx County, New York",2548,136,45370,5034
1400000US36005027401,36005027401,"Census Tract 274.01, Bronx County, New York",1788,125,69138,24611
1400000US36005027402,36005027402,"Census Tract 274.02, Bronx County, New York",1241,138,68511,19575
1400000US36005027600,36005027600,"Census Tract 276, Bronx County, New York",30,13,57222,21704
1400000US36005027700,36005027700,"Census Tract 277, Bronx County, New York",1791,83,30750,4307
1400000US36005027900,36005027900,"Census Tract 279, Bronx County, New York",2784,145,47227,10760
1400000US36005028100,36005028100,"Census Tract 281, Bronx County, New York",1745,90,57604,10563
1400000US36005028300,36005028300,"Census Tract 283, Bronx County, New York",1237,78,45485,6949
1400000US36005028400,36005028400,"Census Tract 284, Bronx County, New York",34,29,113750,111796
1400000US36005028500,36005028500,"Census Tract 285, Bronx County, New York",1470,81,49879,7499
1400000US36005028600,36005028600,"Census Tract 286, Bronx County, New York",428,60,51538,22826
1400000US36005028700,36005028700,"Census Tract 287, Bronx County, New York",1125,111,46875,9573
1400000US36005028800,36005028800,"Census Tract 288, Bronx County, New York",1137,90,57460,14633
1400000US36005028900,36005028900,"Census Tract 289, Bronx County, New York",1655,113,55281,9088
1400000US36005029301,36005029301,"Census Tract 293.01, Bronx County, New York",858,82,101700,16976
1400000US36005029302,36005029302,"Census Tract 293.02, Bronx County, New York",2483,187,91180,6806
1400000US36005029500,36005029500,"Census Tract 295, Bronx County, New York",1792,124,94457,19561
1400000US36005029600,36005029600,"Census Tract 296, Bronx County, New York",786,72,45357,16566
1400000US36005029700,36005029700,"Census Tract 297, Bronx County, New York",1474,130,90909,11451
1400000US36005030000,36005030000,"Census Tract 300, Bronx County, New York",2521,119,48485,10187
1400000US36005030100,36005030100,"Census Tract 301, Bronx County, New York",545,52,81685,18591
1400000US36005030200,36005030200,"Census Tract 302, Bronx County, New York",4136,176,51384,6059
1400000US36005030701,36005030701,"Census Tract 307.01, Bronx County, New York",2578,207,92361,17751
1400000US36005030900,36005030900,"Census Tract 309, Bronx County, New York",1398,94,82169,10411
1400000US36005031000,36005031000,"Census Tract 310, Bronx County, New York",1189,104,113914,29286
1400000US36005031200,36005031200,"Census Tract 312, Bronx County, New York",624,28,62596,11748
1400000US36005031400,36005031400,"Census Tract 314, Bronx County, New York",664,45,80417,18643
1400000US36005031600,36005031600,"Census Tract 316, Bronx County, New York",638,42,59886,25268
1400000US36005031800,36005031800,"Census Tract 318, Bronx County, New York",638,43,55000,15880
1400000US36005031900,36005031900,"Census Tract 319, Bronx County, New York",0,12,-,**
1400000US36005032300,36005032300,"Census Tract 323, Bronx County, New York",2259,217,76217,15313
1400000US36005032400,36005032400,"Census Tract 324, Bronx County, New York",1227,67,28139,5413
1400000US36005032600,36005032600,"Census Tract 326, Bronx County, New York",1040,82,73158,9846
1400000US36005032800,36005032800,"Census Tract 328, Bronx County, New York",1353,76,31644,8446
1400000US36005033000,36005033000,"Census Tract 330, Bronx County, New York",2033,116,39735,9856
1400000US36005033201,36005033201,"Census Tract 332.01, Bronx County, New York",1812,127,45686,4900
1400000US36005033202,36005033202,"Census Tract 332.02, Bronx County, New York",1446,147,39500,23754
1400000US36005033400,36005033400,"Census Tract 334, Bronx County, New York",528,48,45270,7975
1400000US36005033500,36005033500,"Census Tract 335, Bronx County, New York",752,50,85972,17079
1400000US36005033600,36005033600,"Census Tract 336, Bronx County, New York",2627,94,31594,9297
1400000US36005033700,36005033700,"Census Tract 337, Bronx County, New York",956,76,77500,13493
1400000US36005033800,36005033800,"Census Tract 338, Bronx County, New York",1289,75,43059,8829
1400000US36005034000,36005034000,"Census Tract 340, Bronx County, New York",1585,101,37864,5764
1400000US36005034200,36005034200,"Census Tract 342, Bronx County, New York",629,31,42863,10053
1400000US36005034300,36005034300,"Census Tract 343, Bronx County, New York",561,53,68993,13042
1400000US36005034400,36005034400,"Census Tract 344, Bronx County, New York",523,48,88313,43446
1400000US36005034500,36005034500,"Census Tract 345, Bronx County, New York",1460,116,60568,20258
1400000US36005034800,36005034800,"Census Tract 348, Bronx County, New York",2015,99,36294,6620
1400000US36005035000,36005035000,"Census Tract 350, Bronx County, New York",638,59,61500,16709
1400000US36005035100,36005035100,"Census Tract 351, Bronx County, New York",974,98,70625,8236
1400000US36005035600,36005035600,"Census Tract 356, Bronx County, New York",677,63,86199,17141
1400000US36005035800,36005035800,"Census Tract 358, Bronx County, New York",2439,97,61407,3852
1400000US36005035900,36005035900,"Census Tract 359, Bronx County, New York",662,37,20750,7119
1400000US36005036000,36005036000,"Census Tract 360, Bronx County, New York",898,64,83816,14600
1400000US36005036100,36005036100,"Census Tract 361, Bronx County, New York",2067,114,16041,1920
1400000US36005036300,36005036300,"Census Tract 363, Bronx County, New York",2486,124,21350,4859
1400000US36005036400,36005036400,"Census Tract 364, Bronx County, New York",833,71,45815,16412
1400000US36005036501,36005036501,"Census Tract 365.01, Bronx County, New York",1306,73,21875,7322
1400000US36005036502,36005036502,"Census Tract 365.02, Bronx County, New York",690,64,16974,4912
1400000US36005036700,36005036700,"Census Tract 367, Bronx County, New York",636,45,21017,3719
1400000US36005036800,36005036800,"Census Tract 368, Bronx County, New York",641,36,62171,19852
1400000US36005036901,36005036901,"Census Tract 369.01, Bronx County, New York",765,46,13594,7949
1400000US36005036902,36005036902,"Census Tract 369.02, Bronx County, New York",719,74,30850,12044
1400000US36005037000,36005037000,"Census Tract 370, Bronx County, New York",779,51,63789,9141
1400000US36005037100,36005037100,"Census Tract 371, Bronx County, New York",1633,99,19467,5368
1400000US36005037200,36005037200,"Census Tract 372, Bronx County, New York",748,65,51571,10689
1400000US36005037300,36005037300,"Census Tract 373, Bronx County, New York",1664,113,29606,4536
1400000US36005037400,36005037400,"Census Tract 374, Bronx County, New York",1386,71,22500,6562
1400000US36005037504,36005037504,"Census Tract 375.04, Bronx County, New York",1197,69,20313,7547
1400000US36005037600,36005037600,"Census Tract 376, Bronx County, New York",703,71,49566,9908
1400000US36005037800,36005037800,"Census Tract 378, Bronx County, New York",1051,60,42326,10099
1400000US36005037900,36005037900,"Census Tract 379, Bronx County, New York",1484,85,22917,4656
1400000US36005038000,36005038000,"Census Tract 380, Bronx County, New York",1542,124,33077,5726
1400000US36005038100,36005038100,"Census Tract 381, Bronx County, New York",2158,106,26038,4220
1400000US36005038200,36005038200,"Census Tract 382, Bronx County, New York",790,74,41990,11211
1400000US36005038301,36005038301,"Census Tract 383.01, Bronx County, New York",1516,80,24412,6482
1400000US36005038302,36005038302,"Census Tract 383.02, Bronx County, New York",1810,87,20108,6154
1400000US36005038500,36005038500,"Census Tract 385, Bronx County, New York",1537,100,19857,2826
1400000US36005038600,36005038600,"Census Tract 386, Bronx County, New York",2553,157,49854,17528
1400000US36005038700,36005038700,"Census Tract 387, Bronx County, New York",1134,94,24286,9708
1400000US36005038800,36005038800,"Census Tract 388, Bronx County, New York",840,57,47619,13615
1400000US36005038900,36005038900,"Census Tract 389, Bronx County, New York",1630,113,26171,6572
1400000US36005039000,36005039000,"Census Tract 390, Bronx County, New York",983,76,35037,7161
1400000US36005039100,36005039100,"Census Tract 391, Bronx County, New York",2251,114,24193,4002
1400000US36005039200,36005039200,"Census Tract 392, Bronx County, New York",539,58,32386,10980
1400000US36005039300,36005039300,"Census Tract 393, Bronx County, New York",2959,150,16949,2949
1400000US36005039400,36005039400,"Census Tract 394, Bronx County, New York",1547,71,39157,13792
1400000US36005039500,36005039500,"Census Tract 395, Bronx County, New York",1358,116,26250,7043
1400000US36005039600,36005039600,"Census Tract 396, Bronx County, New York",1281,87,28103,6695
1400000US36005039700,36005039700,"Census Tract 397, Bronx County, New York",468,47,19015,5556
1400000US36005039800,36005039800,"Census Tract 398, Bronx County, New York",957,89,58892,12905
1400000US36005039901,36005039901,"Census Tract 399.01, Bronx County, New York",1621,80,26509,5967
1400000US36005039902,36005039902,"Census Tract 399.02, Bronx County, New York",1624,86,27375,15210
1400000US36005040100,36005040100,"Census Tract 401, Bronx County, New York",1450,81,36786,7220
1400000US36005040302,36005040302,"Census Tract 403.02, Bronx County, New York",1373,76,20492,3727
1400000US36005040303,36005040303,"Census Tract 403.03, Bronx County, New York",1426,107,35889,11327
1400000US36005040304,36005040304,"Census Tract 403.04, Bronx County, New York",1112,93,37000,12382
1400000US36005040400,36005040400,"Census Tract 404, Bronx County, New York",1028,98,40793,7676
1400000US36005040501,36005040501,"Census Tract 405.01, Bronx County, New York",1193,131,29293,11389
1400000US36005040502,36005040502,"Census Tract 405.02, Bronx County, New York",2095,149,19358,3526
1400000US36005040600,36005040600,"Census Tract 406, Bronx County, New York",1096,94,40039,16937
1400000US36005040701,36005040701,"Census Tract 407.01, Bronx County, New York",1141,65,29479,5894
1400000US36005040702,36005040702,"Census Tract 407.02, Bronx County, New York",2543,116,27290,7287
1400000US36005040800,36005040800,"Census Tract 408, Bronx County, New York",1390,96,31687,7564
1400000US36005040900,36005040900,"Census Tract 409, Bronx County, New York",1247,71,49614,16999
1400000US36005041100,36005041100,"Census Tract 411, Bronx County, New York",1160,73,31371,18487
1400000US36005041300,36005041300,"Census Tract 413, Bronx County, New York",2845,119,33033,6382
1400000US36005041400,36005041400,"Census Tract 414, Bronx County, New York",1621,109,52577,9832
1400000US36005041500,36005041500,"Census Tract 415, Bronx County, New York",2118,122,35086,13987
1400000US36005041800,36005041800,"Census Tract 418, Bronx County, New York",1261,80,38165,10184
1400000US36005041900,36005041900,"Census Tract 419, Bronx County, New York",2535,99,36344,13777
1400000US36005042000,36005042000,"Census Tract 420, Bronx County, New York",1284,86,29886,16797
1400000US36005042100,36005042100,"Census Tract 421, Bronx County, New York",2194,148,50816,16947
1400000US36005042200,36005042200,"Census Tract 422, Bronx County, New York",1092,71,51312,5255
1400000US36005042300,36005042300,"Census Tract 423, Bronx County, New York",1454,37,33700,11053
1400000US36005042400,36005042400,"Census Tract 424, Bronx County, New York",803,81,50625,20873
1400000US36005042500,36005042500,"Census Tract 425, Bronx County, New York",2165,122,32382,9147
1400000US36005042600,36005042600,"Census Tract 426, Bronx County, New York",2100,103,65909,13381
1400000US36005042800,36005042800,"Census Tract 428, Bronx County, New York",711,49,66971,7497
1400000US36005042901,36005042901,"Census Tract 429.01, Bronx County, New York",1184,63,38100,7107
1400000US36005042902,36005042902,"Census Tract 429.02, Bronx County, New York",1488,64,28149,6177
